date,metric_name,value,segment,plan,region,domain,description
2025-08-13,Strategic Connection Signal,0.4258,SMB,Enterprise,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-08-13,Strategic Connection Signal,0.5154,Mid-Market,Enterprise,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-08-13,Strategic Connection Signal,0.5529,SMB,Enterprise,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-09-12,Strategic Connection Signal,0.5768,Mid-Market,Basic,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-09-12,Strategic Connection Signal,0.6137,SMB,Pro,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-09-12,Strategic Connection Signal,0.5614,SMB,Pro,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-10-12,Strategic Connection Signal,0.4997,Enterprise,Pro,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-10-12,Strategic Connection Signal,0.4905,Mid-Market,Enterprise,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-10-12,Strategic Connection Signal,0.5904,Mid-Market,Enterprise,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-11-11,Strategic Connection Signal,0.4678,Enterprise,Basic,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-11-11,Strategic Connection Signal,0.4484,Enterprise,Basic,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-11-11,Strategic Connection Signal,0.5984,Enterprise,Enterprise,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-12-11,Strategic Connection Signal,0.6949,Mid-Market,Pro,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-12-11,Strategic Connection Signal,0.6044,SMB,Basic,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-12-11,Strategic Connection Signal,0.6335,Enterprise,Basic,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-01-15,Strategic Alignment Score (from System Health Dashboard),0.7934,SMB,Enterprise,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-01-15,Strategic Alignment Score (from System Health Dashboard),0.8654,Mid-Market,Pro,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-01-15,Strategic Alignment Score (from System Health Dashboard),0.8474,Mid-Market,Basic,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-02-14,Strategic Alignment Score (from System Health Dashboard),0.9649,SMB,Enterprise,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-02-14,Strategic Alignment Score (from System Health Dashboard),0.9659,Mid-Market,Basic,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-02-14,Strategic Alignment Score (from System Health Dashboard),0.9472,Mid-Market,Pro,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-03-16,Strategic Alignment Score (from System Health Dashboard),0.8934,Mid-Market,Enterprise,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-03-16,Strategic Alignment Score (from System Health Dashboard),0.8642,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-03-16,Strategic Alignment Score (from System Health Dashboard),0.94,SMB,Basic,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-04-15,Strategic Alignment Score (from System Health Dashboard),0.8018,Mid-Market,Pro,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-04-15,Strategic Alignment Score (from System Health Dashboard),0.7912,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-04-15,Strategic Alignment Score (from System Health Dashboard),0.8144,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-05-15,Strategic Alignment Score (from System Health Dashboard),0.9294,SMB,Pro,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-05-15,Strategic Alignment Score (from System Health Dashboard),0.7837,Enterprise,Basic,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-05-15,Strategic Alignment Score (from System Health Dashboard),0.902,Enterprise,Basic,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-06-14,Strategic Alignment Score (from System Health Dashboard),1.0294,Mid-Market,Pro,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-06-14,Strategic Alignment Score (from System Health Dashboard),1.0156,Enterprise,Basic,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-06-14,Strategic Alignment Score (from System Health Dashboard),0.8903,Enterprise,Basic,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-07-14,Strategic Alignment Score (from System Health Dashboard),0.9934,SMB,Basic,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-07-14,Strategic Alignment Score (from System Health Dashboard),0.8055,SMB,Basic,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-07-14,Strategic Alignment Score (from System Health Dashboard),1.0709,Mid-Market,Basic,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-08-13,Strategic Alignment Score (from System Health Dashboard),1.029,Enterprise,Basic,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-08-13,Strategic Alignment Score (from System Health Dashboard),0.9003,SMB,Pro,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-08-13,Strategic Alignment Score (from System Health Dashboard),1.0846,Enterprise,Pro,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-09-12,Strategic Alignment Score (from System Health Dashboard),1.1035,Mid-Market,Pro,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-09-12,Strategic Alignment Score (from System Health Dashboard),1.1429,SMB,Pro,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-09-12,Strategic Alignment Score (from System Health Dashboard),0.9322,Enterprise,Pro,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-10-12,Strategic Alignment Score (from System Health Dashboard),1.0573,Mid-Market,Pro,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-10-12,Strategic Alignment Score (from System Health Dashboard),0.9741,SMB,Enterprise,North America,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-10-12,Strategic Alignment Score (from System Health Dashboard),1.0299,Mid-Market,Basic,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-11-11,Strategic Alignment Score (from System Health Dashboard),0.9311,Enterprise,Basic,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-11-11,Strategic Alignment Score (from System Health Dashboard),0.9975,SMB,Basic,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-11-11,Strategic Alignment Score (from System Health Dashboard),0.9032,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-12-11,Strategic Alignment Score (from System Health Dashboard),1.0511,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-12-11,Strategic Alignment Score (from System Health Dashboard),1.1879,SMB,Enterprise,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-12-11,Strategic Alignment Score (from System Health Dashboard),0.8033,SMB,Basic,APAC,"Strategy [Inferred] (The metric is a ""composite indicator of how well teams",
2025-01-15,Silo Tension Indicators (from System Health Dashboard),869.1681,SMB,Basic,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-01-15,Silo Tension Indicators (from System Health Dashboard),791.555,Mid-Market,Pro,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-01-15,Silo Tension Indicators (from System Health Dashboard),886.3609,Enterprise,Enterprise,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-02-14,Silo Tension Indicators (from System Health Dashboard),642.6672,Mid-Market,Enterprise,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-02-14,Silo Tension Indicators (from System Health Dashboard),763.802,Enterprise,Enterprise,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-02-14,Silo Tension Indicators (from System Health Dashboard),618.1456,Enterprise,Enterprise,EMEA,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-03-16,Silo Tension Indicators (from System Health Dashboard),800.0613,Mid-Market,Basic,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-03-16,Silo Tension Indicators (from System Health Dashboard),617.0233,Mid-Market,Basic,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-03-16,Silo Tension Indicators (from System Health Dashboard),614.5821,Enterprise,Enterprise,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-04-15,Silo Tension Indicators (from System Health Dashboard),632.8489,Mid-Market,Basic,EMEA,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-04-15,Silo Tension Indicators (from System Health Dashboard),844.3245,SMB,Basic,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-04-15,Silo Tension Indicators (from System Health Dashboard),745.3647,Mid-Market,Pro,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-05-15,Silo Tension Indicators (from System Health Dashboard),851.9243,Enterprise,Enterprise,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-05-15,Silo Tension Indicators (from System Health Dashboard),700.1999,SMB,Enterprise,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-05-15,Silo Tension Indicators (from System Health Dashboard),955.3655,SMB,Pro,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-06-14,Silo Tension Indicators (from System Health Dashboard),968.936,Mid-Market,Basic,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-06-14,Silo Tension Indicators (from System Health Dashboard),779.5519,Enterprise,Basic,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-06-14,Silo Tension Indicators (from System Health Dashboard),904.3635,SMB,Pro,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-07-14,Silo Tension Indicators (from System Health Dashboard),821.4434,Mid-Market,Enterprise,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-07-14,Silo Tension Indicators (from System Health Dashboard),773.0245,Enterprise,Basic,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-07-14,Silo Tension Indicators (from System Health Dashboard),992.6547,Enterprise,Basic,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-08-13,Silo Tension Indicators (from System Health Dashboard),912.778,SMB,Enterprise,EMEA,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-08-13,Silo Tension Indicators (from System Health Dashboard),980.8969,SMB,Pro,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-08-13,Silo Tension Indicators (from System Health Dashboard),1003.635,Enterprise,Basic,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-09-12,Silo Tension Indicators (from System Health Dashboard),902.5255,Enterprise,Enterprise,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-09-12,Silo Tension Indicators (from System Health Dashboard),867.6976,Mid-Market,Basic,EMEA,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-09-12,Silo Tension Indicators (from System Health Dashboard),988.9879,SMB,Pro,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-10-12,Silo Tension Indicators (from System Health Dashboard),695.4878,SMB,Basic,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-10-12,Silo Tension Indicators (from System Health Dashboard),780.4344,Enterprise,Enterprise,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-10-12,Silo Tension Indicators (from System Health Dashboard),928.5724,Mid-Market,Basic,EMEA,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-11-11,Silo Tension Indicators (from System Health Dashboard),656.047,Mid-Market,Pro,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-11-11,Silo Tension Indicators (from System Health Dashboard),638.3787,Enterprise,Enterprise,EMEA,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-11-11,Silo Tension Indicators (from System Health Dashboard),592.2646,Mid-Market,Pro,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-12-11,Silo Tension Indicators (from System Health Dashboard),566.1789,Enterprise,Enterprise,APAC,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-12-11,Silo Tension Indicators (from System Health Dashboard),798.4077,Mid-Market,Basic,North America,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-12-11,Silo Tension Indicators (from System Health Dashboard),579.5136,Mid-Market,Enterprise,EMEA,"System Health, Opera,ons, Culture & Behavior, Strategy [Inferred] (The metric",
2025-01-15,Leadership Cohesion Radar (from System Health Dashboard),363.0291,Enterprise,Basic,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-01-15,Leadership Cohesion Radar (from System Health Dashboard),436.9812,SMB,Pro,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-01-15,Leadership Cohesion Radar (from System Health Dashboard),368.9462,SMB,Basic,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-02-14,Leadership Cohesion Radar (from System Health Dashboard),385.0656,SMB,Enterprise,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-02-14,Leadership Cohesion Radar (from System Health Dashboard),343.0742,Mid-Market,Pro,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-02-14,Leadership Cohesion Radar (from System Health Dashboard),311.1489,SMB,Pro,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-03-16,Leadership Cohesion Radar (from System Health Dashboard),343.2802,Enterprise,Enterprise,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-03-16,Leadership Cohesion Radar (from System Health Dashboard),417.9964,Enterprise,Pro,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-03-16,Leadership Cohesion Radar (from System Health Dashboard),346.1417,Enterprise,Enterprise,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-04-15,Leadership Cohesion Radar (from System Health Dashboard),355.3104,SMB,Enterprise,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-04-15,Leadership Cohesion Radar (from System Health Dashboard),422.0405,Enterprise,Basic,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-04-15,Leadership Cohesion Radar (from System Health Dashboard),387.0146,SMB,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-05-15,Leadership Cohesion Radar (from System Health Dashboard),352.335,SMB,Basic,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-05-15,Leadership Cohesion Radar (from System Health Dashboard),334.8702,SMB,Basic,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-05-15,Leadership Cohesion Radar (from System Health Dashboard),410.2736,Enterprise,Pro,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-06-14,Leadership Cohesion Radar (from System Health Dashboard),432.6572,Enterprise,Basic,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-06-14,Leadership Cohesion Radar (from System Health Dashboard),510.836,SMB,Enterprise,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-06-14,Leadership Cohesion Radar (from System Health Dashboard),462.3962,Enterprise,Basic,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-07-14,Leadership Cohesion Radar (from System Health Dashboard),514.2674,Enterprise,Enterprise,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-07-14,Leadership Cohesion Radar (from System Health Dashboard),524.032,SMB,Pro,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-07-14,Leadership Cohesion Radar (from System Health Dashboard),518.2852,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-08-13,Leadership Cohesion Radar (from System Health Dashboard),517.7091,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-08-13,Leadership Cohesion Radar (from System Health Dashboard),416.5507,Mid-Market,Pro,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-08-13,Leadership Cohesion Radar (from System Health Dashboard),408.9277,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-09-12,Leadership Cohesion Radar (from System Health Dashboard),392.3083,Mid-Market,Basic,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-09-12,Leadership Cohesion Radar (from System Health Dashboard),406.8196,Mid-Market,Pro,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-09-12,Leadership Cohesion Radar (from System Health Dashboard),460.3196,Enterprise,Enterprise,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-10-12,Leadership Cohesion Radar (from System Health Dashboard),495.7396,Mid-Market,Pro,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-10-12,Leadership Cohesion Radar (from System Health Dashboard),407.5998,Mid-Market,Basic,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-10-12,Leadership Cohesion Radar (from System Health Dashboard),357.3726,Mid-Market,Basic,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-11-11,Leadership Cohesion Radar (from System Health Dashboard),410.2853,Mid-Market,Enterprise,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-11-11,Leadership Cohesion Radar (from System Health Dashboard),459.085,Mid-Market,Basic,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-11-11,Leadership Cohesion Radar (from System Health Dashboard),408.9223,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-12-11,Leadership Cohesion Radar (from System Health Dashboard),356.016,SMB,Enterprise,APAC,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-12-11,Leadership Cohesion Radar (from System Health Dashboard),395.6118,Mid-Market,Basic,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-12-11,Leadership Cohesion Radar (from System Health Dashboard),363.4942,Enterprise,Basic,North America,"System Health, Culture & Behavior, Strategy, Opera,ons [Inferred] (The metric",
2025-01-15,Transforma=on Energy Signal (from System Health Dashboard),457.3124,Mid-Market,Pro,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-01-15,Transforma=on Energy Signal (from System Health Dashboard),513.8394,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-01-15,Transforma=on Energy Signal (from System Health Dashboard),459.2028,SMB,Pro,APAC,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-02-14,Transforma=on Energy Signal (from System Health Dashboard),495.8905,Mid-Market,Enterprise,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-02-14,Transforma=on Energy Signal (from System Health Dashboard),513.2316,Enterprise,Basic,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-02-14,Transforma=on Energy Signal (from System Health Dashboard),514.4667,Enterprise,Pro,APAC,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-03-16,Transforma=on Energy Signal (from System Health Dashboard),650.5986,SMB,Basic,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-03-16,Transforma=on Energy Signal (from System Health Dashboard),591.8334,Mid-Market,Basic,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-03-16,Transforma=on Energy Signal (from System Health Dashboard),546.8752,Enterprise,Pro,APAC,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-04-15,Transforma=on Energy Signal (from System Health Dashboard),546.4516,SMB,Enterprise,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-04-15,Transforma=on Energy Signal (from System Health Dashboard),618.1832,SMB,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-04-15,Transforma=on Energy Signal (from System Health Dashboard),591.5243,Mid-Market,Enterprise,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-05-15,Transforma=on Energy Signal (from System Health Dashboard),537.8055,Mid-Market,Basic,APAC,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-05-15,Transforma=on Energy Signal (from System Health Dashboard),520.7387,SMB,Enterprise,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-05-15,Transforma=on Energy Signal (from System Health Dashboard),571.717,Enterprise,Basic,APAC,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-06-14,Transforma=on Energy Signal (from System Health Dashboard),617.1321,Enterprise,Enterprise,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-06-14,Transforma=on Energy Signal (from System Health Dashboard),572.1426,Mid-Market,Basic,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-06-14,Transforma=on Energy Signal (from System Health Dashboard),528.1256,Mid-Market,Pro,APAC,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-07-14,Transforma=on Energy Signal (from System Health Dashboard),515.6618,Enterprise,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-07-14,Transforma=on Energy Signal (from System Health Dashboard),677.7564,SMB,Pro,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-07-14,Transforma=on Energy Signal (from System Health Dashboard),527.6169,Mid-Market,Enterprise,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-08-13,Transforma=on Energy Signal (from System Health Dashboard),507.181,SMB,Pro,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-08-13,Transforma=on Energy Signal (from System Health Dashboard),582.8476,Enterprise,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-08-13,Transforma=on Energy Signal (from System Health Dashboard),553.1309,Mid-Market,Basic,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-09-12,Transforma=on Energy Signal (from System Health Dashboard),720.5699,SMB,Enterprise,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-09-12,Transforma=on Energy Signal (from System Health Dashboard),711.2783,Enterprise,Basic,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-09-12,Transforma=on Energy Signal (from System Health Dashboard),567.9942,SMB,Enterprise,APAC,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-10-12,Transforma=on Energy Signal (from System Health Dashboard),545.1992,Enterprise,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-10-12,Transforma=on Energy Signal (from System Health Dashboard),588.428,Enterprise,Pro,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-10-12,Transforma=on Energy Signal (from System Health Dashboard),484.9075,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-11-11,Transforma=on Energy Signal (from System Health Dashboard),618.32,SMB,Basic,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-11-11,Transforma=on Energy Signal (from System Health Dashboard),630.4883,Enterprise,Pro,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-11-11,Transforma=on Energy Signal (from System Health Dashboard),600.8394,Enterprise,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-12-11,Transforma=on Energy Signal (from System Health Dashboard),519.4088,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-12-11,Transforma=on Energy Signal (from System Health Dashboard),572.2827,Enterprise,Basic,North America,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-12-11,Transforma=on Energy Signal (from System Health Dashboard),522.7121,Mid-Market,Enterprise,EMEA,"System Health, Culture & Behavior, Strategy [Inferred] (The metric is explicitly",
2025-01-15,Systemic Risk Pulse (from System Health Dashboard),422.578,Enterprise,Pro,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-01-15,Systemic Risk Pulse (from System Health Dashboard),308.4071,Mid-Market,Pro,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-01-15,Systemic Risk Pulse (from System Health Dashboard),297.9647,SMB,Pro,EMEA,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-02-14,Systemic Risk Pulse (from System Health Dashboard),330.629,Mid-Market,Pro,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-02-14,Systemic Risk Pulse (from System Health Dashboard),351.7412,SMB,Basic,North America,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-02-14,Systemic Risk Pulse (from System Health Dashboard),295.8315,Mid-Market,Pro,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
2025-03-16,Systemic Risk Pulse (from System Health Dashboard),331.514,Enterprise,Pro,APAC,"System Health, Strategy, Experimenta,on & Learning [Inferred] (This metric is",
